code,exchange,type,country,currency,isin,name
SMUA,AS,ETF,Netherlands,EUR,IE00BJLKK341,iShares MSCI EMU SRI UCITS ETF
EPAD,AS,ETF,Netherlands,EUR,IE000HH3SU50,iShares MSCI Europe Paris-Aligned Climate UCITS ETF EUR Dist
ISED,AS,ETF,Netherlands,EUR,IE00BGDPWW94,iShares MSCI Europe SRI UCITS ETF
IESE,AS,ETF,Netherlands,EUR,IE00B52VJ196,iShares MSCI Europe SRI UCITS ETF EUR (Acc) EUR
IDSE,AS,ETF,Netherlands,USD,IE00BMDBMG37,iShares MSCI Europe SRI UCITS ETF USD (Acc)
IEUX,AS,ETF,Netherlands,EUR,IE00B14X4N27,iShares MSCI Europe ex-UK UCITS ETF EUR (Dist)
SEMI,AS,ETF,Netherlands,USD,IE000I8KRLL9,iShares MSCI Global Semiconductors UCITS ETF USD Acc
NDIA,AS,ETF,Netherlands,EUR,IE00BZCQB185,iShares MSCI India UCITS ETF USD Acc EUR
INAA,AS,ETF,Netherlands,EUR,IE00B14X4M10,iShares MSCI North America UCITS ETF USD (Dist) EUR
SRIL,AS,ETF,Netherlands,USD,IE00BZ173T46,iShares MSCI USA SRI UCITS ETF
MUSD,AS,ETF,Netherlands,USD,IE0002W8NB38,iShares MSCI USA Swap UCITS ETF USD (Acc)
IUVE,AS,ETF,Netherlands,USD,IE000OKVTDF7,iShares MSCI USA Value Factor ESG UCITS ETF
WCSS,AS,ETF,Netherlands,USD,IE00BJ5JP329,iShares MSCI World Consumer Staples Sector UCITS ETF USD Inc
IWDE,AS,ETF,Netherlands,EUR,IE00B441G979,iShares MSCI World EUR Hedged UCITS ETF (Acc)
WENS,AS,ETF,Netherlands,USD,IE00BJ5JP105,iShares MSCI World Energy Sector UCITS ETF USD Inc
WFNS,AS,ETF,Netherlands,USD,IE00BJ5JP097,iShares MSCI World Financials Sector ESG UCITS ETF USD Inc USD
WHCA,AS,ETF,Netherlands,EUR,IE0009QS7W62,iShares MSCI World Health Care Sector ESG UCITS ETF USD (Acc)
2HCA,AS,ETF,Netherlands,EUR,IE0009QS7W62,iShares MSCI World Health Care Sector ESG UCITS ETF USD Acc EUR
WHCS,AS,ETF,Netherlands,USD,IE00BJ5JNZ06,iShares MSCI World Health Care Sector ESG UCITS ETF USD Inc
WINS,AS,ETF,Netherlands,USD,IE00BJ5JP659,iShares MSCI World Industrials Sector ESG UCITS ETF
WITS,AS,ETF,Netherlands,USD,IE00BJ5JNY98,iShares MSCI World Information Technology Sector ESG UCITS ETF USD Inc
WMTS,AS,ETF,Netherlands,USD,,iShares MSCI World Materials Sector Advanced UCITS ETF USD Inc
WPAB,AS,ETF,Netherlands,USD,IE00BMXC7W70,iShares MSCI World Paris-Aligned Climate UCITS ETF USD Acc
WPAD,AS,ETF,Netherlands,USD,IE00BN92ZL31,iShares MSCI World Paris-Aligned Climate UCITS ETF USD Inc
WQDA,AS,ETF,Netherlands,USD,IE00BKPSFC54,iShares MSCI World Quality Dividend ESG UCITS ETF USD Acc
IWQE,AS,ETF,Netherlands,USD,IE000U1MQKJ2,iShares MSCI World Quality Factor ESG UCITS ETF USD (Acc)
SUSW,AS,ETF,Netherlands,EUR,IE00BYX2JD69,iShares MSCI World SRI UCITS ETF EUR (Acc) EUR
EWSA,AS,ETF,Netherlands,USD,IE000T9EOCL3,iShares MSCI World Small Cap ESG Enhanced UCITS ETF USD Acc
IWDS,AS,ETF,Netherlands,USD,IE000F9IDGB5,iShares MSCI World Swap UCITS ETF USD Acc
IWRD,AS,ETF,Netherlands,EUR,IE00B0M62Q58,iShares MSCI World UCITS ETF USD (Dist) EUR
XUSE,AS,ETF,Netherlands,USD,IE00BGV5VN51,iShares MSCI World ex-USA UCITS ETF USD (Acc)
MTAV,AS,ETF,Netherlands,USD,IE000RN58M26,iShares Metaverse UCITS ETF USD (Acc)
MODU,AS,ETF,Netherlands,USD,IE00BLB2GT26,iShares Moderate Portfolio UCITS ETF USD Hedged (Acc)
CNDX,AS,ETF,Netherlands,EUR,IE00B53SZB19,iShares NASDAQ 100 UCITS ETF USD (Acc)
NUUR,AS,ETF,Netherlands,USD,,iShares Nuclear Energy and Uranium Mining UCITS ETF
IKRA,AS,ETF,Netherlands,EUR,IE00B0M63391,iShares Public Limited Company - iShares MSCI Korea UCITS ETF USD (Dist)
R1GR,AS,ETF,Netherlands,USD,IE000NITTFF2,iShares Russell 1000 Growth UCITS ETF USD Acc
ESPX,AS,ETF,Netherlands,USD,IE000R9FA4A0,iShares S&P 500 ESG UCITS ETF USD (Acc)
IUES,AS,ETF,Netherlands,EUR,IE00B3ZW0K18,iShares S&P 500 EUR Hedged UCITS ETF
EWSP,AS,ETF,Netherlands,USD,IE000MLMNYS0,iShares S&P 500 Equal Weight UCITS ETF USD (Acc)
IUHE,AS,ETF,Netherlands,EUR,IE00BMBKBZ46,iShares S&P 500 Health Care Sector UCITS ETF EUR Hedged (Dist)
UPAB,AS,ETF,Netherlands,USD,IE00BMXC7V63,iShares S&P 500 Paris-Aligned Climate UCITS ETF USD Acc
I500,AS,ETF,Netherlands,USD,IE00BMTX1Y45,iShares S&P 500 Swap UCITS ETF USD (Acc)
I50D,AS,ETF,Netherlands,USD,IE000D3BWBR2,iShares S&P 500 Swap UCITS ETF USD (Dis)
SP20,AS,ETF,Netherlands,USD,IE000VA628D5,iShares S&P 500 Top 20 UCITS ETF USD Acc
SAOT,AS,ETF,Netherlands,EUR,DE000A2QP4A8,iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE) EUR acc
STEC,AS,ETF,Netherlands,EUR,DE000A2QP398,iShares STOXX Europe 600 Technology UCITS ETF (DE) EUR acc
CT2B,AS,ETF,Netherlands,USD,IE00BKTLJB70,iShares Smart City Infrastructure UCITS ETF USD Inc
INCI,AS,ETF,Netherlands,USD,IE0007FM00T9,iShares U.S. Equity High Income Active UCITS ETF USD Acc
UMDV,AS,ETF,Netherlands,USD,IE00BMX0DF60,iShares US Medical Devices UCITS ETF USD (Acc)
IMBE,AS,ETF,Netherlands,EUR,IE00BKP5L409,iShares US Mortgage Backed Securities UCITS ETF EUR Hedged (Acc)
IUSP,AS,ETF,Netherlands,EUR,IE00B1FZSF77,iShares US Property Yield UCITS ETF USD (Dist)
ISOE,AS,ETF,Netherlands,EUR,IE00B6R52036,iShares V PLC - iShares Gold Producers UCITS ETF USD (Acc)
BNKT,AS,ETF,Netherlands,USD,IE000ZPUEP93,iShares V PLC - iShares S&P U.S. Banks UCITS ETF USD Inc
QTOP,AS,ETF,Netherlands,USD,IE000Z7P04F4,iShares VII PLC - iShares Nasdaq 100 Top 30 UCITS ETF USD (Acc)
CBU7,AS,ETF,Netherlands,EUR,IE00B3VWN393,iShares VII Public Limited Company - iShares $ Treasury Bond 3-7yr UCITS ETF
CPXJ,AS,ETF,Netherlands,EUR,IE00B52MJY50,iShares VII Public Limited Company - iShares Core MSCI Pacific ex Japan UCITS ETF
CBE7,AS,ETF,Netherlands,EUR,IE00B3VTML14,iShares VII Public Limited Company - iShares Euro Govt Bond 3-7yr UCITS ETF
CMEX,AS,ETF,Netherlands,EUR,IE00B5WHFQ43,iShares VII Public Limited Company - iShares MSCI Mexico Capped UCITS ETF
CEMU,AS,ETF,Netherlands,EUR,IE00B53QG562,iShares VII plc - iShares Core MSCI EMU UCITS ETF
WOEE,AS,ETF,Netherlands,USD,IE000D8XC064,iShares World Equity Enhanced Active UCITS ETF USD (Acc)
FACT,AS,ETF,Netherlands,USD,IE0009Y1MQJ2,iShares World Equity Factor Rotation Active UCITS ETF USD (Acc)
WINA,AS,ETF,Netherlands,USD,IE0000P0RPE6,iShares World Equity High Income UCITS ETF USD Acc
WINC,AS,ETF,Netherlands,USD,IE000KJPDY61,iShares World Equity High Income UCITS ETF USD Inc
IEAG,AS,ETF,Netherlands,EUR,IE00B3DKXQ41,iShares € Aggregate Bond ESG UCITS ETF EUR (Dist)
IX5A,AS,ETF,Netherlands,EUR,IE00BKT6BH25,iShares € Corp Bond ex-Financials 1-5yr ESG UCITS ETF EUR (Acc)
IBGL,AS,ETF,Netherlands,EUR,IE00B1FZS913,iShares € Govt Bond 15-30yr UCITS ETF EUR (Dist)
EHYA,AS,ETF,Netherlands,EUR,IE00BJK55C48,iShares € High Yield Corp Bond ESG UCITS ETF EUR (Acc)
BEL,BR,ETF,Belgium,EUR,FR0000021842,Lyxor BEL 20 TR (DR) UCITS ETF Dist
ETFCETOPOTP,BUD,ETF,Cayman Islands,EUR,,OTP CETOP Indexkoveto UCITS ETF Alap
DAXEX,BUD,ETF,Hungary,HUF,DE0005933931,iShares Core DAX UCITS ETF (DE)
MAJATE,CO,ETF,Denmark,DKK,,Maj Invest UCITS ETF Asian Tech
MAJDCS,CO,ETF,Denmark,DKK,,Maj Invest UCITS ETF Defence&Cybersec.
MAJGUA,CO,ETF,Denmark,DKK,,Maj Invest UCITS ETF GloUdbakt
MAJLO,CO,ETF,Denmark,DKK,,Maj Invest UCITS ETF Lifestyle & Obesity
MAJMEL,CO,ETF,Denmark,DKK,,Maj Invest UCITS ETF Metal&El.
MAJSWN,CO,ETF,Denmark,DKK,DK0063179288,Maj Invest UCITS ETF Solar Wind Nuclear
ASRI,DU,ETF,Germany,EUR,,BNP Paribas Easy EUR Corporate Bond SRI Fossil Free UCITS ETF
CSYZ,DU,ETF,Germany,EUR,IE00BMDX0K95,Credit Suisse Index Fund Ie ETF ICAV - CSIF Ie Ftse Epra Nareit Developed Green Blue Ucits ETF
EL49,DU,ETF,Germany,EUR,DE000ETFL375,Deka iBoxx EUR Liquid Corporates Diversified UCITS ETF
EL48,DU,ETF,Germany,EUR,DE000ETFL359,Deka iBoxx EUR Liquid Germany Covered Diversified UCITS ETF
QCLN,DU,ETF,Germany,EUR,,First Trust Nasdaq Clean Edge Green Energy UCITS ETF
H3R0,DU,ETF,Germany,EUR,IE00BLR6Q544,Global X Videogames & eSports UCITS ETF
DRON,DU,ETF,Germany,EUR,IE0003XW12I8,HANetf Drone UCITS ETF Acc
G1CE,DU,ETF,Germany,EUR,IE00BLRB0242,Invesco Markets II Plc - Invesco Global Clean Energy Ucits ETF
S6X2,DU,ETF,Germany,EUR,IE00BYM8JD58,Invesco Real Estate S&P US Sel Sctr UCITS ETF Acc
TR7A,DU,ETF,Germany,EUR,IE00BF2FNR50,Invesco US Treasury Bond 3-7 Year UCITS ETF Acc
MODR,DU,ETF,Germany,EUR,IE00BLLZQS08,Ishares III PLC - Blackrock ESG Multi-Asset Moderate Portfolio Ucits ETF
MACV,DU,ETF,Germany,EUR,IE00BLP53M98,Ishares III PLC - Blackrock Esg Multi-Asset Conservative Portfolio Ucits ETF
MAGR,DU,ETF,Germany,EUR,IE00BLLZQ805,Ishares III Plc - Blackrock ESG Multi-Asset Growth Portfolio Ucits ETF
ESIS,DU,ETF,Germany,EUR,IE00BMW42074,Ishares VI PLC - Ishares Msci Europe Consumer Staples Sector Ucits ETF
HTMW,DU,ETF,Germany,EUR,IE00BMYDM794,L&G Hydrogen Economy UCITS ETF-USD Acc
ZPAB,DU,ETF,Germany,EUR,LU2195226068,Lyxor S&P Eurozone Paris-Aligned Climate (EU PAB) (DR) UCITS ETF - Acc
RIZF,DU,ETF,Germany,EUR,IE00BLRPQH31,Rize Sustainable Future of Food UCITS ETF A USD
DAVV,DU,ETF,Germany,EUR,IE00BMDKNW35,VanEck Crypto and Blockchain Innovators UCITS ETF
QUTM,DU,ETF,Germany,EUR,,VanEck Quantum Computing UCITS ETF USD A
VFEA,DU,ETF,Germany,EUR,IE00BK5BR733,Vanguard FTSE Emerging Markets UCITS ETF USD Accumulation
V3AA,DU,ETF,Germany,EUR,,Vanguard Funds Public Limited Company - Vanguard ESG Global All Cap UCITS ETF
VDTE,DU,ETF,Germany,EUR,IE00BMX0B631,Vanguard Funds Public Limited Company - Vanguard USD Treasury Bond UCITS ETF
V20A,DU,ETF,Germany,EUR,,Vanguard LifeStrategy 20% Equity UCITS ETF (EUR) Accumulating
V20D,DU,ETF,Germany,EUR,,Vanguard LifeStrategy 20% Equity UCITS ETF (EUR) Distributing
V40A,DU,ETF,Germany,EUR,,Vanguard LifeStrategy 40% Equity UCITS ETF (EUR) Accumulating
V40D,DU,ETF,Germany,EUR,,Vanguard LifeStrategy 40% Equity UCITS ETF (EUR) Distributing
V60A,DU,ETF,Germany,EUR,,Vanguard LifeStrategy 60% Equity UCITS ETF (EUR) Accumulating
V60D,DU,ETF,Germany,EUR,,Vanguard LifeStrategy 60% Equity UCITS ETF (EUR) Distributing
V80A,DU,ETF,Germany,EUR,IE00BMVB5R75,Vanguard LifeStrategy 80% Equity UCITS ETF (EUR) Accumulating
VGUE,DU,ETF,Germany,EUR,IE00BMX0B524,Vanguard U.K. Gilt UCITS ETF EUR Hedged Accumulation
VDCE,DU,ETF,Germany,EUR,IE00BGYWFL94,Vanguard USD Corporate Bond UCITS ETF EUR Hedged Accumulation
XDWH,DU,ETF,Germany,EUR,,Xtrackers (IE) Public Limited Company - Xtrackers MSCI World Health Care UCITS ETF
XEON,DU,ETF,Germany,EUR,LU0290358497,Xtrackers II EUR Overnight Rate Swap UCITS ETF 1C
XUCM,DU,ETF,Germany,EUR,IE00BNC1G707,Xtrackers MSCI USA Communication Services UCITS ETF
EXS1,DU,ETF,Germany,EUR,DE0005933931,iShares Core DAX UCITS ETF (DE)
IUSA,DU,ETF,Germany,EUR,IE0031442068,iShares Core S&P 500 UCITS ETF USD (Dist)
EXXY,DU,ETF,Germany,EUR,DE000A0H0728,iShares Diversified Commodity Swap UCITS ETF (DE)
QDVQ,DU,ETF,Germany,EUR,IE00BYM31M36,iShares Fallen Angels High Yield Corp Bond UCITS ETF USD (Dist)
36B6,DU,ETF,Germany,EUR,IE00BZ173T46,iShares IV Public Limited Company - iShares MSCI USA SRI UCITS ETF
QDV7,DU,ETF,Germany,EUR,IE00BFZPF546,iShares J.P. Morgan EM Local Govt Bond UCITS ETF USD (Acc)
ESIT,DU,ETF,Germany,EUR,IE00BMW42413,iShares MSCI Europe Information Technology Sector UCITS ETF
2B7K,DU,ETF,Germany,EUR,IE00BYX2JD69,iShares MSCI World SRI UCITS ETF EUR (Acc)
IQQC,DU,ETF,Germany,EUR,,iShares Public Limited Company - iShares China Large Cap UCITS ETF
2B7B,DU,ETF,Germany,EUR,IE00B4MKCJ84,iShares S&P 500 Materials Sector UCITS ETF USD (Acc)
EXH4,DU,ETF,Germany,EUR,DE000A0H08J9,iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF (DE)
EXSA,DU,ETF,Germany,EUR,DE0002635307,iShares STOXX Europe 600 UCITS ETF (DE)
AYEU,DU,ETF,Germany,EUR,IE00BKTLJC87,iShares Smart City Infrastructure UCITS ETF USD Acc
EXHC,DU,ETF,Germany,EUR,DE0006289481,iShares eb.rexx Government Germany 2.5-5.5yr UCITS ETF (DE)
LU2970735911,EUFUND,FUND,Unknown,EUR,,Amundi Core EUR High Yield Bond UCITS ETF Acc
LU2977997381,EUFUND,FUND,Unknown,EUR,,Amundi Core USD Corporate Bond UCITS ETF EUR Hedged Acc
LU2872291781,EUFUND,FUND,Unknown,EUR,,Amundi Fixed Maturity 2029 Euro Government Bond Broad UCITS ETF Acc
LU3120976132,EUFUND,FUND,Unknown,EUR,,Amundi Fixed Maturity 2030 Euro Government Bond Broad UCITS ETF Acc
LU2611732806,EUFUND,FUND,Unknown,EUR,,Amundi Index Solutions - Amundi Global Government Tilted Green Bond UCITS ETF Dist
IE0004W4ZVJ5,EUFUND,FUND,Unknown,EUR,,Amundi JP Morgan INR India Government Bond UCITS ETF USD Accumulation
LU2823895250,EUFUND,FUND,Unknown,USD,,BNP PARIBAS EASY - Global Aggregate Bond SRI Fossil Free UCITS ETF CAPITALISATION
LU2993392898,EUFUND,FUND,Unknown,EUR,,BNP PARIBAS EASY - JPM Tilted EMU Government Bond IG 5-7Y UCITS ETF CAPITALISATION
LU3086262709,EUFUND,FUND,Unknown,EUR,,BNP PARIBAS EASY - JPM Tilted EMU Government Bond IG 7-10Y UCITS ETF CAPITALISATION
LU2641925016,EUFUND,FUND,Luxembourg,EUR,LU2641925016,BNP PARIBAS EASY - MSCI World SRI S-Series PAB 5% Capped UCITS ETF EUR DIS
IE00018U4PN8,EUFUND,FUND,Unknown,EUR,,BNP PARIBAS EASY II Emerging Corp Bond PAB UCITS ETF USD Acc
IE0002FPYN09,EUFUND,FUND,Unknown,EUR,,BNP PARIBAS EASY II Short Duration Income Opportunities UCITS ETF - EUR (H) Dist
LU2993394241,EUFUND,FUND,Unknown,EUR,,BNP Paribas Easy Alpha Enhanced â‚¬ Corporate Bond UCITS ETF Capitalisation
LU3257630437,EUFUND,FUND,Unknown,EUR,,BNP Paribas Easy MSCI Emerging UCITS ETF EUR Income
LU2823896738,EUFUND,FUND,Unknown,EUR,,BNP Paribas Easy Sustainable EUR Corporate Bond December 2029 UCITS ETF Distribution
LU2742532745,EUFUND,FUND,Unknown,EUR,,BNP Paribas Easy â‚¬ Corp Bond SRI PAB 7-10Y UCITS ETF EUR Distribution
DE000ETFL649,EUFUND,FUND,Unknown,EUR,,Deka Active EUR High Yield UCITS ETF
IE000AXUR1L9,EUFUND,FUND,Unknown,EUR,,ETF WILLOW ICAV - AI-Enhanced US Equities UCITS ETF - Class USD (Dist)
IE0009DRFET8,EUFUND,FUND,Unknown,GBP,,FIRST TRUST VEST US EQUITY MAX BUFFER UCITS ETF - SEPTEMBER CLASS A ACCU CL
IE000JEXZJT1,EUFUND,FUND,Unknown,EUR,,Fidelity EUR Corp Bond Research Enhanced UCITS ETF Acc
IE000HDEYKM3,EUFUND,FUND,Unknown,EUR,,Fidelity EUR HY Corp Bond Research Enhanced PAB UCITS ETF Inc
IE0001DM7O60,EUFUND,FUND,Unknown,EUR,,Fidelity USD Corp Bond Research Enhanced PAB UCITS ETF EUR Hedged Inc
IE000SCAG5Q1,EUFUND,FUND,Unknown,EUR,,Fidelity USD Corp Bond Research Enhanced UCITS ETF EUR Hedged Acc
IE000FK14CA5,EUFUND,FUND,Unknown,EUR,,Fidelity USD HY Corp Bond Research Enhanced PAB UCITS ETF EUR Hedged Inc
IE000J5PESP7,EUFUND,FUND,Unknown,GBP,,First Trust Bloomberg Nuclear Power UCITS ETF Class A ACCU
IE000HFBJ0U0,EUFUND,FUND,Unknown,CHF,,First Trust Vest Nasdaq-100 Moderate Buffer UCITS ETF - June Class A ACC
IE0006S0EBF2,EUFUND,FUND,Unknown,GBP,,First Trust Vest Nasdaq-100 Moderate Buffer UCITS ETF March Class A Acc
IE000YJBT6I5,EUFUND,FUND,Unknown,GBP,,First Trust Vest U.S. Equity Buffer UCITS ETF - July Class A ACCU
IE0004X8KUG5,EUFUND,FUND,Unknown,GBP,,First Trust Vest U.S. Equity Buffer UCITS ETF - October Class A USD Acc
IE000TGSG3Y5,EUFUND,FUND,Unknown,USD,,First Trust Vest U.S. Equity Moderate Buffer UCITS ETF - August
IE000P0R7WK6,EUFUND,FUND,Unknown,EUR,,Franklin Sustainable Euro Green Sovereign UCITS ETF
IE0000MK7GG1,EUFUND,FUND,Unknown,EUR,,Goldman Sachs EUR Government Bond Active UCITS ETF EUR Acc
IE000M02BVY5,EUFUND,FUND,Unknown,EUR,,Goldman Sachs EUR High Yield Bond Active UCITS ETF Class EUR (Dist)
IE0009EDBBS3,EUFUND,FUND,Unknown,EUR,,Goldman Sachs EUR Investment Grade Corporate Bond Active UCITS ETF Class EUR (Dist)
IE000FRX67F3,EUFUND,FUND,Unknown,EUR,,Goldman Sachs Global Government Bond Active UCITS ETF EUR Hedged Acc
IE000L0X6L81,EUFUND,FUND,Unknown,EUR,,Goldman Sachs Global Green Bond UCITS ETF Class EUR-Hedged (Dist)
IE000GNOSM10,EUFUND,FUND,Unknown,USD,,Goldman Sachs MSCI World Private Equity Return Tracker UCITS ETF USD Acc
IE000RRCJI06,EUFUND,FUND,Unknown,EUR,,Goldman Sachs USD Investment Grade Corporate Bond Active UCITS ETF Class USD (Dist)
IE0009WMIIC0,EUFUND,FUND,Unknown,EUR,,HSBC Global Funds ICAV - Euro Lower Carbon Government 1-3 Year Bond UCITS ETF C EUR
IE0006CHRED6,EUFUND,FUND,Unknown,EUR,,HSBC Global Funds ICAV - Global Aggregate Bond UCITS ETF CH EUR
IE00BF5DZ259,EUFUND,FUND,Unknown,USD,IE00BF5DZ259,HSBC Global Funds ICAV - Global Aggregate Bond UCITS ETF S5CH
IE00BDFD3271,EUFUND,FUND,Unknown,EUR,,HSBC Global Funds ICAV - Global Corporate Bond UCITS ETF BCHEUR
IE00BGWL6L53,EUFUND,FUND,France,GBP,,HSBC Global Funds ICAV - Global Corporate Bond UCITS ETF S2CHGBP
IE00BDFD2T74,EUFUND,FUND,Unknown,EUR,,HSBC Global Funds ICAV - Global Government Bond UCITS ETF BCHEUR
IE00BDFD2S67,EUFUND,FUND,Unknown,GBP,,HSBC Global Funds ICAV - Global Government Bond UCITS ETF BDHGBP
IE00BGWL6825,EUFUND,FUND,France,GBP,,HSBC Global Funds ICAV - Global Government Bond UCITS ETF S2CHGBP
IE000VMXY6K6,EUFUND,FUND,Unknown,GBP,,HSBC Global Funds ICAV - Global Sukuk UCITS ETF S1CGBP
IE000BUSGFL9,EUFUND,FUND,Unknown,EUR,,ISHARES IBONDS DEC 2029 TERM CORP CROSSOVER UCITS ETF EUR (DIST)
IE00032L0R44,EUFUND,FUND,Unknown,USD,,ISHARES IBONDS DEC 2035 TERM $ CORP UCITS ETF USD (DIST)
IE0007UJ6IE0,EUFUND,FUND,Unknown,GBP,,Invesco Dow Jones US Insurance UCITS ETF USD Acc
IE0001KPAXU3,EUFUND,FUND,Unknown,EUR,,Invesco EUR IG Corporate Bond Yield Plus UCITS ETF EUR Dis
IE00079EUF59,EUFUND,FUND,Unknown,EUR,,Invesco Markets II plc - Invesco BulletShares 2028 EUR Corporate Bond UCITS ETF Accumulation
IE000P5IB8I8,EUFUND,FUND,Unknown,EUR,,Invesco Markets II plc - Invesco BulletShares 2029 EUR Corporate Bond UCITS ETF Accumulation
IE000B4EDHL6,EUFUND,FUND,Unknown,GBP,,Invesco Markets II plc - Invesco BulletShares 2029 USD Corporate Bond UCITS ETF USD Acc
IE000I25S1V5,EUFUND,FUND,Unknown,EUR,,Invesco Markets II plc - Invesco BulletShares 2030 EUR Corporate Bond UCITS ETF Accumulation
IE00081SF8K7,EUFUND,FUND,Unknown,EUR,,JPMorgan ETFs (Ireland) ICAV - EUR Government Bond Active UCITS ETF EUR (dist)
IE000WOBV8X1,EUFUND,FUND,Unknown,EUR,,Jupiter Global Government Bond Active UCITS ETF Hedged EUR Accumulating
IE000MQ5XEW1,EUFUND,FUND,Unknown,USD,,LEGAL & GENERAL UCITS ETF PUBLI
DK0064080444,EUFUND,FUND,Unknown,DKK,,"Maj Invest UCITS ETF Guld, SÃ¸lv & Miner"
IE000D1DAPO5,EUFUND,FUND,Unknown,EUR,,Robeco Climate Euro Government Bond UCITS ETF EUR Accumulated
IE000Q4EBR54,EUFUND,FUND,Unknown,EUR,,SSGA SPDR ETFs Europe I PLC - SPDR S&P 400 U.S. Mid Cap Leaders UCITS ETF
IE000RAU4766,EUFUND,FUND,France,EUR,,Sprott Uranium Miners UCITS ETF
IE000QRDCYW2,EUFUND,FUND,Unknown,USD,,State Street SPDR ETFs Europe I plc - SPDR J.P. Morgan Saudi Arabia Aggregate BdUCITS ETFUSDUnh(Acc)
LU3079566835,EUFUND,FUND,Unknown,EUR,,UBS EUR Treasury Yield Plus UCITS ETF EUR Acc
LU2484583302,EUFUND,FUND,Unknown,EUR,,UBS Global Green Bond ESG 1â€“10 UCITS ETF hEUR acc
IE0003VC1PW8,EUFUND,FUND,Unknown,USD,,UBS MSCI AC Asia ex Japan Selection UCITS ETF USD acc
IE0008GBXCA4,EUFUND,FUND,Unknown,GBP,,UBS S&P 500 Equal Weight SF UCITS ETF USD acc
IE000S6476U8,EUFUND,FUND,Unknown,BRL,,UBS S&P USA Dividend Aristocrats ESG Elite UCITS ETF hEUR dis
IE000UBGUJP8,EUFUND,FUND,Unknown,EUR,,UniActive Q Corporate Bonds Euro Enhanced UCITS ETF EUR Distributing
IE00BGYWSW13,EUFUND,FUND,Unknown,EUR,,Vanguard USD Corporate 1-3 Year Bond UCITS ETF EUR Hedged Accumulating
IE000F04HGE5,EUFUND,FUND,Unknown,EUR,,Xtrackers Floating Rate Notes Active UCITS ETF
LU3119430067,EUFUND,FUND,Unknown,EUR,,Xtrackers II Eurozone Government Bond 1-3 ESG Tilted UCITS ETF EUR 1C
LU3119430570,EUFUND,FUND,Unknown,EUR,,Xtrackers II Eurozone Government Bond 10+ ESG Tilted UCITS ETF EUR 1C
LU3119430141,EUFUND,FUND,Unknown,EUR,,Xtrackers II Eurozone Government Bond 3-5 ESG Tilted UCITS ETF EUR 1C
LU3119430224,EUFUND,FUND,Unknown,EUR,,Xtrackers II Eurozone Government Bond 5-7 ESG Tilted UCITS ETF EUR 1C
LU3119430497,EUFUND,FUND,Unknown,EUR,,Xtrackers II Eurozone Government Bond 7-10 ESG Tilted UCITS ETF EUR 1C
LU3123443510,EUFUND,FUND,Unknown,EUR,,Xtrackers II Salam USD Global Aggregate Sukuk UCITS ETF
LU2810185665,EUFUND,FUND,Unknown,EUR,,Xtrackers II Target Maturity Sept 2028 EUR Corporate Bond UCITS ETF 1D
LU2809864296,EUFUND,FUND,Unknown,EUR,,Xtrackers II Target Maturity Sept 2030 EUR Corporate Bond UCITS ETF 1D
LU2673523481,EUFUND,FUND,Unknown,EUR,,Xtrackers II Target Maturity Sept 2031 EUR Corporate Bond UCITS ETF 1D
LU2809864452,EUFUND,FUND,Unknown,EUR,,Xtrackers II Target Maturity Sept 2032 EUR Corporate Bond UCITS ETF 1D
LU2809864619,EUFUND,FUND,Unknown,EUR,,Xtrackers II Target Maturity Sept 2034 EUR Corporate Bond UCITS ETF 1D
LU3152892546,EUFUND,FUND,Unknown,EUR,,Xtrackers II Target Maturity Sept 2035 EUR Corporate Bond UCITS ETF EUR 1D
LU3152892629,EUFUND,FUND,Unknown,EUR,,Xtrackers II Target Maturity Sept 2036 EUR Corporate Bond UCITS ETF EUR 1D
LU2662649685,EUFUND,FUND,Unknown,EUR,,Xtrackers II US Treasuries 7-10 UCITS ETF 1D
FR001400WNB4,EUFUND,FUND,France,EUR,,Xtrackers MSCI USA UCITS ETF 2C - EUR Hedged
IE00043L4HU0,EUFUND,FUND,Unknown,EUR,,iShares $ Treasury Bond 10-20yr UCITS ETF EUR Hedged (Acc)
IE000XFP47S2,EUFUND,FUND,Unknown,EUR,,iShares Broad Global Govt Bond UCITS ETF EUR Hedged Accumulation
IE000PL3UFC3,EUFUND,FUND,Unknown,USD,,iShares Global Real Estate Environmental Tilt UCITS ETF USD (Dist)
IE0004L9EID2,EUFUND,FUND,Unknown,USD,,iShares India INR Govt Bond UCITS ETF USD (Dist)
IE000S3N6R34,EUFUND,FUND,Unknown,GBP,,iShares MSCI EM Swap UCITS ETF USD Acc
IE000MW6GT38,EUFUND,FUND,Unknown,USD,,iShares MSCI Japan Climate Transition Aware UCITS ETF USD Acc
IE000E9W0ID3,EUFUND,FUND,Unknown,USD,,iShares V PLC - iShares MSCI Global Telecommunication Services UCITS ETF USD Acc
IE0003HV7CS6,EUFUND,FUND,Unknown,EUR,,iShares iBonds Dec 2028 Term â‚¬ Corp Crossover UCITS ETF ACC
IE000Y247W99,EUFUND,FUND,Unknown,USD,,iShares iBonds Dec 2029 Term $ Corp UCITS ETF USD Dist
IE0009EQZP90,EUFUND,FUND,Unknown,USD,,iShares iBonds Dec 2031 Term $ Corp UCITS ETF USD (Dist)
