isin,code,exchange,type,country,currency,name,selection_reason
BG9000011163,BGX,XETRA,ETF,Germany,EUR,Expat Bulgaria SOFIX UCITS ETF,preferred_xetra
BGCROEX03189,ECDC,XETRA,ETF,Germany,EUR,Expat Croatia Crobex UCITS ETF,preferred_xetra
BGCZPX003174,CZX,XETRA,ETF,Germany,EUR,Expat Czech PX UCITS ETF,preferred_xetra
BGGRASE06174,GRX,XETRA,ETF,Germany,EUR,Expat Greece ASE UCITS ETF,preferred_xetra
BGHUBUX01189,HUBE,XETRA,ETF,Germany,EUR,Expat Hungary BUX UCITS ETF,preferred_xetra
BGMACMB06181,MKK1,XETRA,ETF,Germany,EUR,Expat Macedonia Mbi10 Ucits Etf,preferred_xetra
BGPLWIG04173,PLX,XETRA,ETF,Germany,EUR,Expat Poland WIG20 UCITS ETF,preferred_xetra
BGROBET05176,ROX,XETRA,ETF,Germany,EUR,Expat Romania BET - BK UCITS ETF,preferred_xetra
BGSKSAX04187,SK9A,XETRA,ETF,Germany,EUR,Expat Slovakia Sax UCITS ETF,preferred_xetra
BGSLOBI02187,SLQX,XETRA,ETF,Germany,EUR,Expat Slovenia SBI Top UCITS ETF,preferred_xetra
BGSRBBE05183,ESNB,XETRA,ETF,Germany,EUR,Expat Serbia Belex15 UCITS ETF,preferred_xetra
DE0002635265,EXHE,XETRA,ETF,Germany,EUR,iShares Pfandbriefe UCITS ETF (DE),preferred_xetra
DE0002635273,EXSB,XETRA,ETF,Germany,EUR,iShares DivDAX® UCITS ETF (DE),preferred_xetra
DE0002635281,EXSG,XETRA,ETF,Germany,EUR,iShares EURO STOXX Select Dividend 30 UCITS ETF (DE),preferred_xetra
DE0002635299,EXSH,XETRA,ETF,Germany,EUR,iShares STOXX Europe Select Dividend 30 UCITS ETF (DE),preferred_xetra
DE0002635307,EXSA,XETRA,ETF,Germany,EUR,iShares STOXX Europe 600 UCITS ETF (DE) EUR (Dist),preferred_xetra
DE0005933923,EXS3,XETRA,ETF,Germany,EUR,iShares MDAX® UCITS ETF (DE),preferred_xetra
DE0005933931,EXS1,XETRA,ETF,Germany,EUR,iShares Core DAX® UCITS ETF (DE) EUR (Acc),preferred_xetra
DE0005933949,EXW3,XETRA,ETF,Germany,EUR,iShares STOXX Europe 50 UCITS ETF (DE),preferred_xetra
DE0005933956,EXW1,XETRA,ETF,Germany,EUR,iShares Core EURO STOXX 50 UCITS ETF (DE),preferred_xetra
DE0005933964,EXI1,XETRA,ETF,Germany,EUR,iShares SLI UCITS ETF (DE),preferred_xetra
DE0005933972,EXS2,XETRA,ETF,Germany,EUR,iShares TecDAX® UCITS ETF (DE),preferred_xetra
DE0005933980,EXSC,XETRA,ETF,Germany,EUR,iShares STOXX Europe Large 200 UCITS ETF (DE),preferred_xetra
DE0005933998,EXSD,XETRA,ETF,Germany,EUR,iShares STOXX Europe Mid 200 UCITS ETF (DE),preferred_xetra
DE0006289309,EXX1,XETRA,ETF,Germany,EUR,iShares EURO STOXX Banks 30-15 UCITS ETF (DE),preferred_xetra
DE0006289382,EXI2,XETRA,ETF,Germany,EUR,iShares Dow Jones Global Titans 50 UCITS ETF (DE),preferred_xetra
DE0006289390,EXI3,XETRA,ETF,Germany,EUR,iShares Dow Jones Industrial Average UCITS ETF (DE),preferred_xetra
DE0006289465,EXHA,XETRA,ETF,Germany,EUR,iShares eb.rexx Government Germany UCITS ETF (DE),preferred_xetra
DE0006289473,EXHB,XETRA,ETF,Germany,EUR,iShares eb.rexx Government Germany 1.5-2.5yr UCITS ETF (DE),preferred_xetra
DE0006289481,EXHC,XETRA,ETF,Germany,EUR,iShares eb.rexx Government Germany 2.5-5.5yr UCITS ETF (DE),preferred_xetra
DE0006289499,EXHD,XETRA,ETF,Germany,EUR,iShares eb.rexx Government Germany 5.5-10.5yr UCITS ETF (DE),preferred_xetra
DE000A0D8Q07,EXSI,XETRA,ETF,Germany,EUR,iShares EURO STOXX UCITS ETF (DE),preferred_xetra
DE000A0D8Q23,EXXX,XETRA,ETF,Germany,EUR,iShares ATX UCITS ETF (DE),preferred_xetra
DE000A0D8Q31,EXX6,XETRA,ETF,Germany,EUR,iShares eb.rexx® Government Germany 10.5+yr UCITS ETF (DE),preferred_xetra
DE000A0D8Q49,EXX5,XETRA,ETF,Germany,EUR,iShares Dow Jones U.S. Select Dividend UCITS ETF (DE) EUR,preferred_xetra
DE000A0D8QZ7,EXSE,XETRA,ETF,Germany,EUR,iShares STOXX Europe Small 200 UCITS ETF (DE),preferred_xetra
DE000A0F5UE8,EXXU,XETRA,ETF,Germany,EUR,iShares Dow Jones China Offshore 50 UCITS ETF (DE),preferred_xetra
DE000A0F5UF5,EXXT,XETRA,ETF,Germany,EUR,iShares NASDAQ-100® UCITS ETF (DE) EUR,preferred_xetra
DE000A0F5UG3,EXXV,XETRA,ETF,Germany,EUR,iShares Dow Jones Eurozone Sustainability Screened UCITS ETF (DE),preferred_xetra
DE000A0F5UH1,ISPA,XETRA,ETF,Germany,EUR,iShares STOXX Global Select Dividend 100 UCITS ETF (DE),preferred_xetra
DE000A0F5UJ7,EXV1,XETRA,ETF,Germany,EUR,iShares STOXX Europe 600 Banks UCITS ETF (DE),preferred_xetra
DE000A0F5UK5,EXV6,XETRA,ETF,Germany,EUR,iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),preferred_xetra
DE000A0H0728,EXXY,XETRA,ETF,Germany,EUR,iShares Diversified Commodity Swap UCITS ETF (DE),preferred_xetra
DE000A0H0744,EXXW,XETRA,ETF,Germany,EUR,iShares Dow Jones Asia Pacific Select Dividend 30 UCITS ETF (DE),preferred_xetra
DE000A0H0785,EXHF,XETRA,ETF,Germany,EUR,iShares Euro Government Bond Capped 1.5-10.5yr UCITS ETF (DE),preferred_xetra
DE000A0H08D2,EXX7,XETRA,ETF,Germany,EUR,iShares Nikkei 225 UCITS ETF (DE),preferred_xetra
DE000A0H08E0,EXV7,XETRA,ETF,Germany,EUR,iShares STOXX Europe 600 Chemicals UCITS ETF (DE),preferred_xetra
DE000A0H08F7,EXV8,XETRA,ETF,Germany,EUR,iShares STOXX Europe 600 Construction & Materials UCITS ETF (DE),preferred_xetra
DE000A0H08G5,EXH2,XETRA,ETF,Germany,EUR,iShares STOXX Europe 600 Financial Services UCITS ETF (DE),preferred_xetra
DE000A0H08H3,EXH3,XETRA,ETF,Germany,EUR,iShares STOXX Europe 600 Food & Beverage UCITS ETF (DE),preferred_xetra
DE000A0H08J9,EXH4,XETRA,ETF,Germany,EUR,iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF (DE),preferred_xetra
DE000A0H08K7,EXH5,XETRA,ETF,Germany,EUR,iShares STOXX Europe 600 Insurance UCITS ETF (DE),preferred_xetra
DE000A0H08L5,EXH6,XETRA,ETF,Germany,EUR,iShares STOXX Europe 600 Media UCITS ETF (DE),preferred_xetra
DE000A0H08M3,EXH1,XETRA,ETF,Germany,EUR,iShares STOXX Europe 600 Oil & Gas UCITS ETF (DE),preferred_xetra
DE000A0H08N1,EXH7,XETRA,ETF,Germany,EUR,iShares STOXX Europe 600 Personal & Household Goods UCITS ETF (DE),preferred_xetra
DE000A0H08P6,EXH8,XETRA,ETF,Germany,EUR,iShares (DE) I - iShares STOXX Europe 600 Retail UCITS ETF (DE),preferred_xetra
DE000A0H08Q4,EXV3,XETRA,ETF,Germany,EUR,iShares STOXX Europe 600 Technology UCITS ETF (DE) EUR dis,preferred_xetra
DE000A0H08R2,EXV2,XETRA,ETF,Germany,EUR,iShares STOXX Europe 600 Telecommunications UCITS ETF (DE),preferred_xetra
DE000A0H08S0,EXV9,XETRA,ETF,Germany,EUR,iShares (DE) I - iShares STOXX Europe 600 Travel & Leisure UCITS ETF (DE),preferred_xetra
DE000A0Q4R02,EXH9,XETRA,ETF,Germany,EUR,iShares (DE) I - iShares STOXX Europe 600 Utilities UCITS ETF (DE),preferred_xetra
DE000A0Q4R28,EXV5,XETRA,ETF,Germany,EUR,iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE),preferred_xetra
DE000A0Q4R36,EXV4,XETRA,ETF,Germany,EUR,iShares STOXX Europe 600 Health Care UCITS ETF (DE),preferred_xetra
DE000A0Q4R44,EXI5,XETRA,ETF,Germany,EUR,iShares STOXX Europe 600 Real Estate UCITS ETF (DE),preferred_xetra
DE000A0Q4R69,EXIA,XETRA,ETF,Germany,EUR,iShares DAX® ESG UCITS ETF (DE),preferred_xetra
DE000A0Q4R85,4BRZ,XETRA,ETF,Germany,USD,iShares MSCI Brazil UCITS ETF (DE),preferred_xetra
DE000A0Q4RZ9,EXVM,XETRA,ETF,Germany,EUR,iShares eb.rexx Money Market UCITS ETF (DE),preferred_xetra
DE000A0Q8NE4,ETLZ,F,ETF,Germany,EUR,Legal & General UCITS ETF Plc - L&G Russell 2000 US Small Cap UCITS ETF,fallback_exchange
DE000A0X8994,DEL2,F,ETF,Germany,EUR,Legal & General UCITS ETF Plc - L&G DAX Daily 2x Long UCITS ETF,fallback_exchange
DE000A119M34,SMLP,F,ETF,Germany,EUR,Invesco Morningstar US Energy Infrastructure MLP UCITS ETF,fallback_exchange
DE000A119T29,SMLN,F,ETF,Germany,EUR,Invesco Markets plc - Invesco JPX-Nikkei 400 UCITS ETF,fallback_exchange
DE000A12GJD2,IROB,F,ETF,Germany,EUR,Legal & General UCITS ETF Plc - L&G ROBO Global Robotics and Automation UCITS ETF,fallback_exchange
DE000A142K60,WTIF,F,ETF,Germany,EUR,WisdomTree Issuer ICAV - WisdomTree Japan Equity UCITS ETF,fallback_exchange
DE000A1C9KL8,H4ZJ,F,ETF,Germany,EUR,HSBC MSCI World UCITS ETF,fallback_exchange
DE000A1CXBV8,ETL2,F,ETF,Germany,EUR,Legal & General UCITS ETF Plc - L&G Longer Dated All Commodities UCITS ETF,fallback_exchange
DE000A1H49V6,H4ZK,XETRA,ETF,Germany,EUR,HSBC MSCI Turkey UCITS ETF,preferred_xetra
DE000A1JF7L0,H4ZP,F,ETF,Germany,EUR,HSBC ETFs Public Limited Company - HSBC MSCI China UCITS ETF,fallback_exchange
DE000A1JF7N6,H4ZR,F,ETF,Germany,EUR,HSBC ETFs Public Limited Company - HSBC MSCI Canada UCITS ETF,fallback_exchange
DE000A1JF7Q9,H4ZT,F,ETF,Germany,EUR,HSBC ETFs Public Limited Company - HSBC MSCI Indonesia UCITS ETF,fallback_exchange
DE000A1JF7R7,H4ZU,F,ETF,Germany,EUR,HSBC ETFs Public Limited Company - HSBC MSCI Taiwan UCITS ETF,fallback_exchange
DE000A1JM6F5,P500,F,ETF,Germany,EUR,Invesco S&P 500 UCITS ETF,fallback_exchange
DE000A1JM6G3,EMSM,F,ETF,Germany,EUR,Invesco Markets plc - Invesco MSCI Emerging Markets UCITS ETF,fallback_exchange
DE000A1JXC78,H4ZL,XETRA,ETF,Germany,EUR,HSBC FTSE EPRA NAREIT Developed UCITS ETF,preferred_xetra
DE000A1JXC94,H4Z9,F,ETF,Germany,EUR,HSBC ETFs Public Limited Company - HSBC MSCI Korea UCITS ETF,fallback_exchange
DE000A1W2EK4,H411,F,ETF,Germany,EUR,HSBC ETFs Public Limited Company - HSBC MSCI AC Far East ex Japan UCITS ETF,fallback_exchange
DE000A2AE1R9,WTIC,XETRA,ETF,Germany,EUR,WisdomTree Enhanced Commodity UCITS ETF - USD Acc,preferred_xetra
DE000A2AEM85,FTGG,F,ETF,Germany,EUR,First Trust Global Funds Public Limited Company - First Trust Germany AlphaDEX UCITS ETF,fallback_exchange
DE000A2AGPX1,WTDM,F,ETF,Germany,EUR,WisdomTree US Quality Dividend Growth UCITS ETF - USD Acc,fallback_exchange
DE000A2AHL75,WTEM,F,ETF,Germany,EUR,WisdomTree Global Quality Dividend Growth UCITS ETF - USD Acc,fallback_exchange
DE000A2ARXE2,WTD7,XETRA,ETF,Germany,EUR,WisdomTree Issuer ICAV - WisdomTree Europe SmallCap Dividend UCITS ETF,preferred_xetra
DE000A2ARXF9,WTD8,XETRA,ETF,Germany,EUR,WisdomTree Issuer ICAV - WisdomTree Emerging Markets Equity Income UCITS ETF,preferred_xetra
DE000A2ARXG7,WTD9,XETRA,ETF,Germany,EUR,WisdomTree Issuer ICAV - WisdomTree US Equity Income UCITS ETF,preferred_xetra
DE000A2AS9T2,WTDY,XETRA,ETF,Germany,EUR,WisdomTree Issuer ICAV - WisdomTree US Equity Income UCITS ETF,preferred_xetra
DE000A2DLXT7,FTGU,F,ETF,Germany,EUR,First Trust Global Funds Public Limited Company - First Trust US Large Cap Core AlphaDEX UCITS ETF,fallback_exchange
DE000A2DPCP0,MXUK,F,ETF,Germany,EUR,Invesco Markets plc - Invesco MSCI Europe ex-UK UCITS ETF,fallback_exchange
DE000A2DQ7P3,ETLF,F,ETF,Germany,EUR,Legal & General UCITS ETF Plc - L&G All Commodities UCITS ETF,fallback_exchange
DE000A2H9VG9,BATE,F,ETF,Germany,EUR,L&G Battery Value-Chain UCITS ETF,fallback_exchange
DE000A2H9VH7,ETLH,F,ETF,Germany,EUR,Legal & General UCITS ETF Plc - L&G Ecommerce Logistics UCITS ETF,fallback_exchange
DE000A2H9VJ3,ETLI,F,ETF,Germany,EUR,Legal & General UCITS ETF Plc - L&G Pharma Breakthrough UCITS ETF,fallback_exchange
DE000A2JLJA3,WTDI,F,ETF,Germany,EUR,WisdomTree AT1 CoCo Bond UCITS ETF - USD,fallback_exchange
DE000A2JRN56,WTEB,XETRA,ETF,Germany,EUR,WisdomTree Issuer ICAV - WisdomTree AT1 CoCo Bond UCITS ETF,preferred_xetra
DE000A2JRN64,WTEH,XETRA,ETF,Germany,EUR,WisdomTree Issuer ICAV - WisdomTree Enhanced Commodity UCITS ETF,preferred_xetra
DE000A2N5XA8,EMQQ,XETRA,ETF,Germany,EUR,HANetf ICAV - EMQQ Emerging Markets Internet & Ecommerce UCITS ETF,preferred_xetra
DE000A2N5XE0,T3KE,F,ETF,Germany,EUR,HANetf ICAV - HAN-GINS Tech Megatrend Equal Weight UCITS ETF,fallback_exchange
DE000A2N7NJ6,WTI2,XETRA,ETF,Germany,EUR,WisdomTree Artificial Intelligence UCITS ETF - USD Acc EUR,preferred_xetra
DE000A2PADP4,ETLQ,XETRA,ETF,Germany,EUR,L&G Global Equity UCITS ETF,preferred_xetra
DE000A2PADQ2,ETLR,XETRA,ETF,Germany,EUR,L&G Japan Equity UCITS ETF EUR,preferred_xetra
DE000A2PADR0,ETLS,XETRA,ETF,Germany,EUR,L&G US Equity UCITS ETF,preferred_xetra
DE000A2PANR9,ETLK,F,ETF,Germany,EUR,L&G Asia Pacific ex Japan Equity UCITS ETF,fallback_exchange
DE000A2PE7K4,W311,XETRA,ETF,Germany,EUR,HAN-GINS Indxx Healthcare Megatrend Equal Weight UCITS ETF - Accumulating,preferred_xetra
DE000A2QP323,EXIB,XETRA,ETF,Germany,EUR,iShares TecDAX® UCITS ETF (DE) Dist,preferred_xetra
DE000A2QP331,EXIC,XETRA,ETF,Germany,EUR,iShares Core DAX® UCITS ETF (DE) EUR (Dist),preferred_xetra
DE000A2QP349,EXID,XETRA,ETF,Germany,EUR,iShares MDAX® UCITS ETF (DE),preferred_xetra
DE000A2QP372,EXA1,AS,ETF,Netherlands,EUR,iShares EURO STOXX Banks 30-15 UCITS ETF (DE) EUR Acc,fallback_exchange
DE000A2QP380,IDVA,AS,ETF,Netherlands,EUR,iShares EURO STOXX Select Dividend 30 UCITS ETF (DE) EUR Acc,fallback_exchange
DE000A2QP398,STEC,AS,ETF,Netherlands,EUR,iShares STOXX Europe 600 Technology UCITS ETF (DE) EUR acc,fallback_exchange
DE000A2QP4A8,SAOT,AS,ETF,Netherlands,EUR,iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE) EUR acc,fallback_exchange
DE000A2QP4B6,EXIE,XETRA,ETF,Germany,EUR,iShares STOXX Europe 600 UCITS ETF (DE) EUR (Acc),preferred_xetra
DE000ETF7011,F701,XETRA,ETF,Germany,EUR,Lyxor Portfolio Strategy UCITS ETF,preferred_xetra
DE000ETF7029,F702,XETRA,ETF,Germany,EUR,Lyxor Portfolio Strategy Defensiv UCITS ETF (Vermoegensstrategie),preferred_xetra
DE000ETF7037,F703,XETRA,ETF,Germany,EUR,Lyxor Portfolio Strategy Offensiv UCITS ETF (Vermoegensstrategie),preferred_xetra
DE000ETF9033,E903,XETRA,ETF,Germany,EUR,Lyxor 1 DivDAX (DR) UCITS ETF I,preferred_xetra
DE000ETF9074,E907,XETRA,ETF,Germany,EUR,Lyxor 1 MDAX (DR) UCITS ETF I,preferred_xetra
DE000ETF9082,E908,XETRA,ETF,Germany,EUR,Lyxor 1 TecDAX (DR) UCITS ETF I,preferred_xetra
DE000ETF9090,E909,XETRA,ETF,Germany,EUR,Lyxor 1 DAX 50 ESG (DR) UCITS ETF I,preferred_xetra
DE000ETF9603,E960,XETRA,ETF,Germany,EUR,Lyxor 1 STOXX Europe 600 ESG (DR) UCITS ETF,preferred_xetra
DE000ETFL011,EL4A,XETRA,ETF,Germany,EUR,Deka DAX UCITS ETF,preferred_xetra
DE000ETFL029,EL4B,XETRA,ETF,Germany,EUR,Deka EURO STOXX 50 UCITS ETF,preferred_xetra
DE000ETFL037,EL4C,XETRA,ETF,Germany,EUR,Deka STOXX Europe Strong Growth 20 UCITS ETF,preferred_xetra
DE000ETFL045,EL4D,XETRA,ETF,Germany,EUR,Deka STOXX® Europe Strong Value 20 UCITS ETF,preferred_xetra
DE000ETFL052,EL4E,XETRA,ETF,Germany,EUR,Deka STOXX Europe Strong Style Composite 40 UCITS ETF,preferred_xetra
DE000ETFL060,EL4F,XETRA,ETF,Germany,EUR,Deka DAX (ausschüttend) UCITS ETF,preferred_xetra
DE000ETFL078,EL4G,XETRA,ETF,Germany,EUR,Deka EURO STOXX Select Dividend 30 UCITS ETF,preferred_xetra
DE000ETFL094,EL4I,XETRA,ETF,Germany,EUR,Deka MSCI USA LC UCITS ETF,preferred_xetra
DE000ETFL110,EL4K,XETRA,ETF,Germany,EUR,Deka iBoxx EUR Liquid Sovereign Diversified 1-10 UCITS ETF,preferred_xetra
DE000ETFL128,EL4L,XETRA,ETF,Germany,EUR,Deka iBoxx EUR Liquid Sovereign Diversified 1-3 UCITS ETF,preferred_xetra
DE000ETFL136,EL4M,XETRA,ETF,Germany,EUR,Deka iBoxx EUR Liquid Sovereign Diversified 3-5 UCITS ETF,preferred_xetra
DE000ETFL144,EL4N,XETRA,ETF,Germany,EUR,Deka iBoxx EUR Liquid Sovereign Diversified 5-7 UCITS ETF,preferred_xetra
DE000ETFL151,EL4P,XETRA,ETF,Germany,EUR,Deka iBoxx EUR Liquid Sovereign Diversified 7-10 UCITS ETF,preferred_xetra
DE000ETFL169,EL4Q,XETRA,ETF,Germany,EUR,Deka iBoxx EUR Liquid Sovereign Diversified 10+ UCITS ETF,preferred_xetra
DE000ETFL177,EL4R,XETRA,ETF,Germany,EUR,Deka Deutsche Boerse EUROGOV Germany UCITS ETF,preferred_xetra
DE000ETFL185,EL4S,XETRA,ETF,Germany,EUR,Deka Deutsche Börse EUROGOV Germany 1-3 UCITS ETF,preferred_xetra
DE000ETFL193,EL4T,XETRA,ETF,Germany,EUR,Deka Deutsche Börse EUROGOV Germany 3-5 UCITS ETF,preferred_xetra
DE000ETFL201,EL4U,XETRA,ETF,Germany,EUR,Deka Deutsche Börse EUROGOV Germany 5-10 UCITS ETF,preferred_xetra
DE000ETFL219,EL4V,XETRA,ETF,Germany,EUR,Deka Deutsche Börse EUROGOV® Germany 10+ UCITS ETF,preferred_xetra
DE000ETFL227,EL4W,XETRA,ETF,Germany,EUR,Deka Deutsche Börse EUROGOV Germany Money Market UCITS ETF,preferred_xetra
DE000ETFL235,EL4X,XETRA,ETF,Germany,EUR,Deka DAXplus Maximum Dividend UCITS ETF,preferred_xetra
DE000ETFL250,EL4Y,XETRA,ETF,Germany,EUR,Deka STOXX Europe 50 UCITS ETF,preferred_xetra
DE000ETFL268,EL4Z,XETRA,ETF,Germany,EUR,Deka MSCI USA UCITS ETF,preferred_xetra
DE000ETFL276,EL41,XETRA,ETF,Germany,EUR,Deka MSCI USA MC UCITS ETF,preferred_xetra
DE000ETFL284,EL42,XETRA,ETF,Germany,EUR,Deka MSCI Europe UCITS ETF,preferred_xetra
DE000ETFL292,EL43,XETRA,ETF,Germany,EUR,Deka MSCI Europe MC UCITS ETF,preferred_xetra
DE000ETFL300,EL44,XETRA,ETF,Germany,EUR,Deka MSCI Japan UCITS ETF,preferred_xetra
DE000ETFL318,EL45,XETRA,ETF,Germany,EUR,Deka MSCI Japan Climate Change ESG UCITS ETF,preferred_xetra
DE000ETFL326,EL46,XETRA,ETF,Germany,EUR,Deka MSCI China ex A Shares UCITS ETF,preferred_xetra
DE000ETFL342,EL40,XETRA,ETF,Germany,EUR,Deka MSCI Emerging Markets UCITS ETF,preferred_xetra
DE000ETFL359,EL48,XETRA,ETF,Germany,EUR,Deka iBoxx EUR Liquid Germany Covered Diversified UCITS ETF,preferred_xetra
DE000ETFL375,EL49,XETRA,ETF,Germany,EUR,Deka iBoxx EUR Liquid Corporates Diversified UCITS ETF,preferred_xetra
DE000ETFL383,EFQ8,XETRA,ETF,Germany,EUR,Deka iBoxx EUR Liquid Non-Financials Diversified UCITS ETF,preferred_xetra
DE000ETFL441,ELF1,XETRA,ETF,Germany,EUR,Deka MDAX® UCITS ETF,preferred_xetra
DE000ETFL466,ELFA,XETRA,ETF,Germany,EUR,Deka EURO STOXX 50® ESG UCITS ETF,preferred_xetra
DE000ETFL474,ELFB,XETRA,ETF,Germany,EUR,Deka Oekom Euro Nachhaltigkeit UCITS ETF,preferred_xetra
DE000ETFL482,ELFC,XETRA,ETF,Germany,EUR,Deka EURO iSTOXX® ex Fin Dividend+ UCITS ETF,preferred_xetra
DE000ETFL490,ELFD,XETRA,ETF,Germany,EUR,Deka Eurozone Rendite Plus 1-10 UCITS ETF,preferred_xetra
DE000ETFL508,ELFW,XETRA,ETF,Germany,EUR,Deka MSCI World UCITS ETF,preferred_xetra
DE000ETFL524,ELFE,XETRA,ETF,Germany,EUR,Deka US Treasury 7-10 UCITS ETF,preferred_xetra
DE000ETFL532,ELFF,XETRA,ETF,Germany,EUR,Deka Euro Corporates 0-3 Liquid UCITS ETF,preferred_xetra
DE000ETFL540,D6RT,XETRA,ETF,Germany,EUR,Deka MSCI Germany Climate Change ESG UCITS ETF,preferred_xetra
DE000ETFL557,D6RS,XETRA,ETF,Germany,EUR,Deka MSCI EMU Climate Change ESG UCITS ETF,preferred_xetra
DE000ETFL565,D6RR,XETRA,ETF,Germany,EUR,Deka MSCI Europe Climate Change ESG UCITS ETF,preferred_xetra
DE000ETFL573,D6RQ,XETRA,ETF,Germany,EUR,Deka MSCI USA Climate Change ESG UCITS ETF,preferred_xetra
DE000ETFL581,D6RP,XETRA,ETF,Germany,EUR,Deka MSCI World Climate Change ESG UCITS ETF,preferred_xetra
DE000ETFL599,D6RA,XETRA,ETF,Germany,EUR,Deka MSCI EUR Corporates Climate Change ESG UCITS ETF,preferred_xetra
DE000ETFL607,D6RD,XETRA,ETF,Germany,EUR,Deka Future Energy ESG UCITS ETF,preferred_xetra
DE000ETFL664,D6RU,XETRA,ETF,Germany,EUR,Deka Europe Defense UCITS ETF,preferred_xetra
DK0063179288,MAJSWN,CO,ETF,Denmark,DKK,Maj Invest UCITS ETF Solar Wind Nuclear,fallback_exchange
FR0000021842,BEL,BR,ETF,Belgium,EUR,Lyxor BEL 20 TR (DR) UCITS ETF Dist,fallback_exchange
FR0000037970,MUS,PA,ETF,France,EUR,HSBC MSCI USA UCITS ETF,fallback_exchange
FR0000074197,UTI,PA,ETF,France,EUR,Lyxor Index Fund - Lyxor Stoxx Europe 600 Utilities UCITS ETF,fallback_exchange
FR0007052782,CACX,LSE,ETF,UK,GBX,Amundi CAC 40 UCITS ETF Dist GBP,fallback_exchange
FR0007054358,LYSX,XETRA,ETF,Germany,EUR,Multi Units France - Lyxor Euro Stoxx 50 (DR) UCITS ETF,preferred_xetra
FR0007056841,DJAM,XETRA,ETF,Germany,EUR,Lyxor UCITS ETF Dow Jones Industrial Average,preferred_xetra
FR0007063177,UST,PA,ETF,France,EUR,Amundi Nasdaq-100 II UCITS ETF Acc,fallback_exchange
FR0007075494,MGT,PA,ETF,France,EUR,Amundi DJ Global Titans 50 UCITS ETF Dist,fallback_exchange
FR0010010827,MIB,PA,ETF,France,EUR,Lyxor FTSE MIB (DR) UCITS ETF,fallback_exchange
FR0010150458,XEYX,XETRA,ETF,Germany,EUR,BNP Paribas Easy CAC 40® ESG UCITS ETF,preferred_xetra
FR0010168765,GWT,PA,ETF,France,EUR,Amundi Index Solutions - Amundi MSCI Europe Growth UCITS ETF Dist EUR,fallback_exchange
FR0010168773,MMS,PA,ETF,France,EUR,Amundi MSCI EMU Small Cap ESG CTB Net Zero Ambition UCITS ETF D EUR,fallback_exchange
FR0010168781,VAL,PA,ETF,France,EUR,Lyxor Index Fund - Lyxor MSCI EMU Value (DR) UCITS ETF,fallback_exchange
FR0010174292,LYQ7,F,ETF,Germany,EUR,Multi Units Luxembourg - Lyxor Core Euro Government Inflation-Linked Bond (DR) UCITS ETF,fallback_exchange
FR0010204073,CEC,PA,ETF,France,EUR,Multi Units Luxembourg - Lyxor MSCI Eastern Europe Ex Russia UCITS ETF,fallback_exchange
FR0010222224,MTA,PA,ETF,France,EUR,Amundi Euro Government Bond 1-3Y UCITS ETF Acc EUR,fallback_exchange
FR0010245514,LYY4,XETRA,ETF,Germany,EUR,Multi Units France - Lyxor Japan (Topix) (DR) UCITS ETF,preferred_xetra
FR0010261198,LYY5,XETRA,ETF,Germany,EUR,Lyxor MSCI Europe (DR) UCITS ETF Acc,preferred_xetra
FR0010296061,LYYB,XETRA,ETF,Germany,EUR,Amundi MSCI USA ESG Climate Net Zero Ambition CTB UCITS ETF Dis,preferred_xetra
FR0010315770,LYYA,XETRA,ETF,Germany,EUR,Lyxor MSCI World UCITS ETF,preferred_xetra
FR0010326256,TUR,PA,ETF,France,EUR,MULTI UNITS LUXEMBOURG - Lyxor MSCI Turkey UCITS ETF,fallback_exchange
FR0010342592,LQQ,PA,ETF,France,EUR,Amundi Nasdaq-100 Daily (2x) Leveraged UCITS ETF Acc,fallback_exchange
FR0010344796,TNO,PA,ETF,France,EUR,Multi Units Luxembourg - Amundi STOXX Europe 600 Technology UCITS ETF Acc EUR,fallback_exchange
FR0010344812,TELE,PA,ETF,France,EUR,Lyxor Index Fund - Lyxor Stoxx Europe 600 Telecommunications UCITS ETF Acc,fallback_exchange
FR0010344838,LTVL,XETRA,ETF,Germany,EUR,Amundi STOXX Europe 600 Consumer Discretionary UCITS ETF Acc,preferred_xetra
FR0010344861,FOO,PA,ETF,France,EUR,Lyxor Index Fund - Lyxor Stoxx Europe 600 Food & Beverage UCITS ETF,fallback_exchange
FR0010344879,HLT,PA,ETF,France,EUR,Lyxor Index Fund - Lyxor STOXX Europe 600 Healthcare UCITS ETF,fallback_exchange
FR0010344887,LIGS,XETRA,ETF,Germany,EUR,Amundi STOXX Europe 600 Industrials UCITS ETF Acc,preferred_xetra
FR0010344903,LIRU,XETRA,ETF,Germany,EUR,Multi Units Luxembourg - Amundi STOXX Europe 600 Insurance UCITS ETF Acc,preferred_xetra
FR0010345371,BNK,PA,ETF,France,EUR,Lyxor Index Fund - Lyxor Stoxx Europe 600 Banks UCITS ETF,fallback_exchange
FR0010345389,BRES,PA,ETF,France,EUR,Multi Units Luxembourg - Amundi STOXX Europe 600 Basic Resources UCITS ETF Acc EUR,fallback_exchange
FR0010345470,LCHM,XETRA,ETF,Germany,EUR,Amundi STOXX Europe 600 Basic Materials UCITS ETF Acc,preferred_xetra
